odm_agreement_schema,,,,,,,,,,
field_name,label,en,Context,th,km,vi,my,lo,,
title_translated,label,Contract Name,title_translated.label,ชื่อสัญญา,Contract Name,Contract Name,စာချုပ်အမည်,ຊື່ສັນຍາ,,
title_translated,form_placeholder,Main title,title_translated.form_placeholder,หัวข้อหลัก,,Tiêu đề chính,အဓိကခေါင်းစဉ်,ຊື່ເອກະສານ,,
name,label,URL,name.label,URL,,URL,ယူအာရ်အယ်လ်,URL,,
notes_translated,label,Objective,notes_translated.label,วัตถุประสงค์,Objective,Objective,ရည်ရွယ်ချက်,ຈຸດປະສົງ,,
notes_translated,form_placeholder,Abstract or summary of book or article,notes_translated.form_placeholder,บทคัดย่อหรือเรื่องย่อของหนังสือหรือบทความ,,Tóm tắt hoặc sơ lược cuốn sách hoặc bài viết,စာအုပ် သို့မဟုတ် ဆောင်းပါး၏ ကောက်နုတ်ချက် သို့မဟုတ် အကျဉ်းချုပ်,ບົດຄັດຫຍໍ້ ຫຼື ບົດສະຫຼຸບຂອງປຶ້ມ ຫຼື ບົດຄວາມ,,
odm_spatial_range,label,Geographic area (spatial range),odm_spatial_range.label,พื้นที่ทางภูมิศาสตร์ (ช่วงข้อมูล),,Vùng địa lý (phạm vi không gian),ပထဝီဧရိယာ (spatial range),ພື້ນທີ່ພູມສັນຖານ (ຂອບເຂດທີ່ຕັ້ງ),,
odm_spatial_range,form_placeholder,"The geographic area that the dataset is relevant to (i.e. Cambodia, Laos).",odm_spatial_range.form_placeholder,พื้นที่ที่ชุดข้อมูลเกี่ยวข้อง (เช่น กัมพูชา ลาว เป็นต้น),,"Khu vực địa lý mà bộ dữ liệu có liên quan đến (ví dụ: Campuchia, Lào).",ဤအချက်အလက်အစုနှင့် သက်ဆိုင်သော ပထဝီဧရိယာ (ဆိုလိုသည်မှာ ကမ္ဘောဒီးယား၊ လာအို),"ພື້ນທີ່ພູມສັນຖານທີ່ກ່ຽວຂ້ອງກັບຊຸດຂໍ້ມູນ (ເຊັ່ນ ກຳປູເຈຍ, ລາວ)",,
taxonomy,label,Topics,taxonomy.label,หัวข้อเรื่อง,,Chủ đề,ခေါင်းစဉ်များ,ຫົວຂໍ້,,
taxonomy,form_placeholder,"e.g. economy, mental health, government",taxonomy.form_placeholder,เช่น เศรษฐศาสตร์ สุขภาพจิต รัฐบาล เป็นต้น,,"ví dụ: kinh tế, sức khỏe tinh thần, chính phủ",ဥပမာ စီးပွားရေး၊ စိတ်ကျန်းမာရေး၊ အစိုးရ,"ເຊັ່ນ ເສດຖະກິດ, ສຸຂະພາບຈິດ, ລັດຖະບານ",,
odm_agreement_document_type,label,Document type,odm_agreement_document_type.label,ประเภทเอกสาร,,Loại tài liệu,စာရွက်စာတမ်းအမျိုးအစား,ປະເພດເອກະສານ,,
odm_agreement_participating_share,label,Participating share,odm_agreement_participating_share.label,หุ้นส่วนแบบมีส่วนร่วม,,Tham gia chia sẻ,ပါဝင်နေသော အစုရှယ်ယာ,ຫຸ້ນບູລິມະສິດຮ່ວມ,,
odm_agreement_participating_share,form_placeholder,"Comma separated values with following format: company1, %
company2, %
company3, %",odm_agreement_participating_share.form_placeholder,"จุลภาค (,) แบ่งมูลค่าตามรูปแบบต่อไปนี้: บริษัท1, %
บริษัท2, %
บริษัท3, %",,"Các giá trị được phân tách bằng dấu phẩy với định dạng sau: company1, %
company2, %
company3, %","ဤပုံစံအတိုင်း ကော်မာခံထားသော တန်ဖိုးဖော်ပြချက်များ - ကုမ္ပဏီ ၁, %
ကုမ္ပဏီ ၂,  %
ကုမ္ပဏီ ၃,  %","ໃຊ້ໝາຍຈຸດເພື່ອແຍກຄ່າຕາມຮູບແບບຕໍ່ໄປນີ້: ບໍລິສັດ1, %
ບໍລິສັດ2, %
ບໍລິສັດ3, %",,
odm_agreement_contracting_parties,label,Contracting Parties,odm_agreement_contracting_parties.label,ภาคีคู่สัญญา,,Các bên ký kết,စာချုပ်ချုပ်ဆိုသော အဖွဲ့အစည်းများ,ຄູ່ສັນຍາ,,
odm_agreement_government_entity,label,Government Entity (multiple),odm_agreement_government_entity.label,หน่วยงานของรัฐ (หลายแห่ง),,Đối tượng thuộc chính phủ (nhiều),သက်ဆိုင်ရာ အစိုးရ (မျိုးစုံ),ໜ່ວຍງານລັດຖະບານ (ຫຼາຍພາກສ່ວນ),,
odm_agreement_government_entity,form_placeholder,The jurisdictional agency responsible for the enforcing and implementing the (law) legal document.,odm_agreement_government_entity.form_placeholder,หน่วยงานตุลาการรับผิดชอบบังคับใช้กฎหมาย,,Cơ quan pháp lý chịu trách nhiệm thi hành và thực thi văn bản pháp luật (luật).,(ဥပဒေ) ဥပဒေရေးရာစာရွက်စာတမ်း ပြဌာန်းရေးနှင့် အကောင်အထည်ဖော်ရေးအတွက်တာဝန်ရှိသော တရားစီရင်ပိုင်ခွင့်ရှိသည့် အဖွဲ့အစည်း,ອົງການນິຕິບັນຍັດທີ່ຮັບຜິດຊອບໃນການບັງຄັບໃຊ້ ແລະ ຈັດຕັ້ງປະຕິບັດເອກະສານທາງນິຕິກຳ (ກົດໝາຍ),,
odm_agreement_concession_name,label,Concession/License name,odm_agreement_concession_name.label,ชื่อใบอนุญาต/สัมปทาน,,Tên nhượng quyền/giấy phép,လုပ်ပိုင်ခွင့်/ ခွင့်ပြုချက် အမည်,ຊື່ສັນຍາສຳປະທານ/ໃບອະນຸຍາດ,,
odm_agreement_concession_name,form_placeholder,"The concession or license name, is meant for the name of the license area or block which is covered by the contract.",odm_agreement_concession_name.form_placeholder,ชื่อสัมปทานหรือใบอนุญาต คือชื่อพื้นที่หรือบล็อกที่ได้ใบอนุญาตซึ่งครอบคลุมโดยสัญญา,,"Tên nhượng quyền hoặc giấy phép, có nghĩa là tên của khu vực  hoặc khối cấp phép có trong hợp đồng.",လုပ်ပိုင်ခွင့်/ ခွင့်ပြုချက် အမည် သည် စာချုပ်အရ ခွင့်ပြုထားသော နေရာ သို့မဟုတ် အကွက်၏အမည်ကို ဆိုလိုသည်။,ຊື່ສັນຍາສຳປະທານ/ໃບອະນຸຍາດ ໝາຍເຖິງຊື່ຂອງພື້ນທີ່ໂຄງການພາຍໃຕ້ສັນຍາສຳປະທານ.,,
odm_agreement_disclosure_mode,label,Disclosure Mode,odm_agreement_disclosure_mode.label,วิธีเปิดเผย,,Chế dộ tiết lộ,ထုတ်ဖော်ဖွင့်ပြမှု နည်းလမ်း,ຮູບແບບການເປີດເຜີຍຂໍ້ມູນ,,
odm_agreement_document_reference_number,label,Document reference no.,odm_agreement_document_reference_number.label,เลขอ้างอิงเอกสาร,,Tài liệu tham khảo số, စာရွက်စာတမ်း ရည်ညွှန်းနံပါတ်,ເລກທີອ້າງອີງຂອງເອກະສານ,,
odm_agreement_document_reference_number,form_placeholder,Unknown default if not listed on the document.,odm_agreement_document_reference_number.form_placeholder,ไม่รู้จักค่าเริ่มต้น หากไม่ได้ระบุไว้ในเอกสาร,,Mặc định chưa biết nếu không được liệt kê trên tài liệu.,စာရွက်စာတမ်းပေါ်တွင် စာရင်းမသွင်းထားပါက Unknown default ထားပါ။,"ຄ່າເລີ່ມຕົ້ນເປັນ 'ບໍ່ຮູ້ຈັກ', ຖ້າບໍ່ກຳນົດໃນເອກະສານ",,
odm_agreement_landmatrix_no,label,LandMatrix deal No.,odm_agreement_landmatrix_no.label,เลขข้อตกลง LandMatrix,,Thỏa thuận LandMatrix số,LandMatrix ၏ ခွဲဝေမှုနံပါတ်,ເລກທີຂໍ້ສັນຍາຕາຕະລາງທີ່ດິນ,,
odm_agreement_landmatrix_no,form_placeholder,Look up land matrix number.,odm_agreement_landmatrix_no.form_placeholder,ค้นหาหมายเลขที่ดิน,,Tra cứu số land matrix.,Look up land matrix နံပါတ်,ກວດເບິ່ງເລກທີຕາຕະລາງທີ່ດິນ,,
license_id,label,License,license_id.label,ใบอนุญาต,,Giấy phép,ခွင့်ပြုချက်,ສັນຍາລິຂະສິດ,,
license_id,help_text,License definitions and additional information can be found at http://opendefinition.org/,license_id.help_text,สามารถอ่านเพิ่มเติมนิยามใบอนุญาตและข้อมูลได้ที่ http://opendefinition.org/,,Bạn có thể xem các định nghĩa cấp phép và thông tin bổ sung tại http://opendefinition.org/,ခွင့်ပြုချက်၏အဓိပ္ပာယ်နှင့် အခြားအချက်အလက်များကို http://opendefinition.org/ တွင် ဝင်ရောက်ကြည့်ရှုနိုင်ပါသည်။,ນິຍາມສັນຍາລິຂະສິດ ແລະ ຂໍ້ມູນເພີ່ມເຕີມສາມາດເບິ່ງໄດ້ທີ່ http://opendefinition.org/,,
odm_copyright,label,Copyright,odm_copyright.label,ลิขสิทธิ์,,Bản quyền,မူပိုင်ခွင့်,ລິຂະສິດ,,
odm_copyright,help_text,"Select 'Yes', 'No', 'Unclear copyright' or 'To be determined' about the copyright of the dataset. If copyright of any type is present, describe further in Access and User Constraints.",odm_copyright.help_text,เลือก 'ใช่' 'ไม่ใช่' 'ใบอนุญาตไม่ชัดเจน' หรือ 'จะได้รับการพิจารณาภายหลัง' สำหรับลิขสิทธิ์ชุดข้อมูล ถ้าชุดข้อมูลมีกำหนดลิขสิทธิ์ประเภทใดประเภทหนึ่ง ให้อธิบายเพิ่มเติมในหัวข้อ ข้อจำกัดการเข้าถึงและผู้ใช้,,"Chọn 'Có', 'Không', 'Bản quyền không rõ ràng' hoặc 'Cần được xác định' về bản quyền của bộ dữ liệu. Nếu có bản quyền thuộc bất kỳ loại nào, hãy mô tả thêm trong Truy cập và ràng buộc các hành động của người dùng.",အချက်အလက်မူပိုင်ခွင့်အတွက် 'ရှိသည်'၊ 'မရှိပါ'၊ 'မရှင်းလင်းသော မူပိုင်ခွင့်' သို့မဟုတ် 'ဆုံးဖြတ်ရန်လိုအပ်သော' တို့ကို ရွေးချယ်ပါ။ အခြားပုံစံ မူပိုင်ခွင့်ရှိပါက အသုံးပြုခွင့်နှင့် အသုံးပြုသူ ကန့်သတ်ချက်များ ခေါင်းစဉ်အောက်တွင် နောက်ထပ် ဖော်ပြပါ။,"ເລືອກ 'ມີ', 'ບໍ່ມີ', 'ລິຂະສິດບໍ່ຈະແຈ້ງ', ຫຼື 'ຍັງບໍ່ກຳນົດ' ກ່ຽວກັບລິຂະສິດຂອງຊຸດຂໍ້ມູນ. ຖ້າມີລິຂະສິດ ໃຫ້ອະທິບາຍເພີ່ມເຕີມໃນຊ່ອງ ຂໍ້ຈຳກັດໃນການເຂົ້າເຖິງ ແລະ ນຳໃຊ້.",,
odm_access_and_use_constraints,label,Access and use constraints,odm_access_and_use_constraints.label,ข้อจำกัดการเข้าถึงและใช้งาน,កំហិតនៃការចូល និងប្រើប្រាស់,Hạn chế truy cập và sử dụng,ရယူခြင်းနှင့် အသုံးပြုခြင်း အကန့်အသတ်များ,ຂໍ້ຈຳກັດໃນການເຂົ້າເຖິງ ແລະ ນຳໃຊ້,,
odm_access_and_use_constraints,form_placeholder,A few sentences describing legal considerations for people who access the website and/or use its contents.,odm_access_and_use_constraints.form_placeholder,คำอธิบายเกี่ยวกับข้อควรรู้ด้านกฎหมายสำหรับผู้ใช้งานเว็บไซต์และ/หรือใช้เนื้อหา,,Một số câu mô tả các sự suy xét về pháp lý dối với những người truy cập trang web và/hoặc sử dụng nội dung của trang.,ဝက်ဘ်ဆိုက်အသုံးပြုခွင့်ရသူများ နှင့်/ သို့မဟုတ် ဝက်ဘ်ဆိုက်၏ အကြောင်းအရာများကို အသုံးပြုသူများအတွက် ဥပဒေရေးရာထည့်သွင်းစဉ်းစားချက်များကို ဖော်ပြသော ဝါကျအချို့,ອະທິບາຍຫຍໍ້ກ່ຽວກັບກົດລະບຽບທາງນິຕິກຳສຳລັບຜູ້ເຂົ້າຊົມ ແລະ ນຳໃຊ້ຂໍ້ມູນຂ່າວສານຈາກເວັບໄຊ.,,
owner_org,label,Organization,owner_org.label,องค์กร,,Tổ chức,အဖွဲ့အစည်း,ອົງການຈັດຕັ້ງ,,
version,label,Version / Edition,version.label,เวอร์ชั่น / รุ่น,,Phiên bản/ Ấn phẩm,ပြင်ဆင်ချက်,ສະບັບທີ / ຄັ້ງທີ,,
version,form_placeholder,Version of publication,version.form_placeholder,เวอร์ชั่นสิ่งพิมพ์,,Phiên bản xuất bản,ထုတ်ဝေမှုအကြိမ်,ສະບັບຂອງການຈັດພິມ,,
odm_language,label,Language of document,odm_language.label,ภาษาของเอกสาร,,Ngôn ngữ của tài liệu,စာရွက်စာတမ်း၏ ဘာသာစကား,ພາສາຂອງເອກະສານ,,
odm_language,form_placeholder,"Language(s) of the dataset, including resources within dataset.",odm_language.form_placeholder,ภาษาของชุดข้อมูล รวมถึงทรัพยากรในชุดข้อมูล,,"(Các) Ngôn ngữ của bộ dữ liệu, bao gồm các tài nguyên trong bộ dữ liệu.",အချက်အလက်အစုရှိ အရင်းအမြစ်များ အပါအဝင် အချက်အလက်အစု၏ ဘာသာစကား(များ),ພາສາຂອງຊຸດຂໍ້ມູນ ລວມທັງແຫຼ່ງຂໍ້ມູນພາຍໃນຊຸດຂໍ້ມູນ,,
odm_date_created,label,Date created,odm_date_created.label,วันที่สร้าง,,Ngày tạo,ဖန်တီးသည့် ရက်စွဲ,ວັນທີສ້າງຊຸດຂໍ້ມູນ,,
odm_date_created,form_placeholder,Date a new version or update of the dataset was created.,odm_date_created.form_placeholder,วันที่สร้างชุดข้อมูลเวอร์ชั่นใหม่หรือชุดข้อมูลที่ได้ปรับปรุงแล้ว,,Ngày tạo phiên bản mới hoặc bản cập nhật của bộ dữ liệu.,အချက်အလက်အစု၏ ပြင်ဆင်ချက်အသစ် သို့မဟုတ် နောက်ဆုံးအခြေအနေ ကို ဖန်တီးသည့်ရက်စွဲ,ວັນທີສ້າງຊຸດຂໍ້ມູນທີ່ມີການປ່ຽນແປງ ຫຼື ປັບປຸງໃໝ່,,
odm_date_uploaded,label,Date uploaded,odm_date_uploaded.label,วันที่อัพโหลด,,Ngày đăng tải,တင်သည့်ရက်စွဲ,ວັນທີອັບໂຫຼດ,,
odm_date_uploaded,form_placeholder,Date a new version or update of the dataset was uploaded.,odm_date_uploaded.form_placeholder,วันที่อัพโหลดชุดข้อมูลเวอร์ชั่นใหม่หรือชุดข้อมูลที่ได้ปรับปรุงแล้ว,,Ngày phiên bản mới hoặc cập nhật của bộ dữ liệu được đăng tải.,အချက်အလက်အစု၏ ပြင်ဆင်ချက်အသစ် သို့မဟုတ် နောက်ဆုံးအခြေအနေ ကို တင်သည့်ရက်စွဲ,ວັນທີອັບໂຫຼດຊຸດຂໍ້ມູນທີ່ມີການປ່ຽນແປງ ຫຼື ປັບປຸງໃໝ່,,
odm_date_modified,label,Date modified,odm_date_modified.label,วันที่แก้ไข,,Ngày sửa đổi,ပြင်ဆင်သည့်ရက်စွဲ,ວັນທີແກ້ໄຂ,,
odm_date_modified,form_placeholder,Date a new version or update of the dataset was modified.,odm_date_modified.form_placeholder,วันที่แก้ไขชุดข้อมูลหรือปรับปรุงชุดข้อมูล,,Ngày sửa đổi phiên bản mới hoặc cập nhật của bộ dữ liệu.,အချက်အလက်အစု၏ ပြင်ဆင်ချက်အသစ် သို့မဟုတ် နောက်ဆုံးအခြေအနေ ကို ပြင်ဆင်သည့်ရက်စွဲ,ວັນທີແກ້ໄຂຊຸດຂໍ້ມູນທີ່ມີການປ່ຽນແປງ ຫຼື ປັບປຸງໃໝ່,,
odm_province,label,Province(s),odm_province.label,จังหวัด,,(Các) Tỉnh,နယ်ပယ်,ແຂວງ,,
odm_province,form_placeholder,The province(s) this dataset relates to,odm_province.form_placeholder,จังหวัดในชุดข้อมูลนี้,,(Các) Tỉnh mà bộ dữ liệu này có liên quan,ဤအချက်အလက်အစုနှင့် သက်ဆိုင်သော နယ်ပယ်,ແຂວງທີ່ກ່ຽວຂ້ອງກັບຊຸດຂໍ້ມູນ,,
odm_metadata_reference_information,label,Metadata Reference Information,odm_metadata_reference_information.label,ข้อมูลอ้างอิงข้อมูลเมตา,ពត័មានជាអំនះអំនាងនៃព័ត៌មាន,Thông tin tham khảo Metadata.,Metadata ကိုရည်ညွှန်းသော သတင်းအချက်အလက်,ຂໍ້ມູນອ້າງອີງຂອງ Metadata ,,
odm_metadata_reference_information,form_placeholder,Information about how up-to-date the metadata is and who is responsible for maintaining it.,odm_metadata_reference_information.form_placeholder,ข้อมูลเรื่องเมตาเดต้าทันสมัยมากแค่ไหนและใครรับผิดชอบในการดูแล,,Thông tin về cách cập nhật metadata và người chịu trách nhiệm duy trì.,metadata ၏နောက်ဆုံးအခြေအနေနှင့် ၎င်းကိုထိန်းသိမ်းရန်တာဝန်ရှိသူနှင့် သက်ဆိုင်သော သတင်းအချက်အလက်,ຂໍ້ມູນກ່ຽວກັບຄວາມທັນສະໄໝຂອງ metadata ແລະ ຜູ້ຮັບຜິດຊອບໃນການຄຸ້ມຄອງຮັກສາ.,,
odm_agreement_amendment_to_contract,label,Amendment to agreement,odm_agreement_amendment_to_contract.label,การแก้ไขข้อตกลง,,Sửa đổi thỏa thuận,စာချုပ်ပြင်ဆင်မှု,ການແກ້ໄຂຂໍ້ຕົກລົງ,,
odm_agreement_signature_date,label,Signature date,odm_agreement_signature_date.label,วันที่ลงนาม,,Ngày ký,လက်မှတ်ရေးထိုးသည့်ရက်စွဲ,ວັນທີລົງລາຍເຊັນ,,
odm_agreement_signature_date,form_placeholder,Date the agreement was signed.,odm_agreement_signature_date.form_placeholder,วันที่ทำสัญญา,,Ngày ký thỏa thuận,စာချုပ်လက်မှတ်ရေးထိုးသည့် ရက်စွဲ,ວັນທີເຊັນຂໍ້ຕົກລົງ,,
odm_agreement_short_notes_of_change,label,Short notes of change,odm_agreement_short_notes_of_change.label,บันทึกการเปลี่ยนแปลงโดยย่อ,Short notes of change,Ghi chú nhanh về chỉnh sửa,ပြောင်းလဲမှုအတွက် မှတ်စုတို,ໝາຍເຫດກ່ຽວກັບການປ່ຽນແປງ,,
odm_agreement_short_notes_of_change,form_placeholder,Only if the document is an amendent or annex,odm_agreement_short_notes_of_change.form_placeholder,สำหรับเอกสารการแก้ไขหรือภาคผนวก,,Chỉ khi tài liệu là một bản sửa đổi hoặc phụ lục,စာရွက်စာတမ်းသည် ပြင်ဆင်ချက် သို့မဟုတ် နောက်ဆက်တွဲ ဖြစ်မှသာလျှင်,ສະເພາະເອກະສານສະບັບປັບປຸງ ຫຼື ເອກະສານຊ້ອນທ້າຍ,,
odm_agreement_source,label,Links to source,odm_agreement_source.label,เชื่อมโยงไปยังแหล่งที่มา,,Liên kết đến nguồn,အရင်းမြစ်နှင့်ချိတ်ဆက်ခြင်း,ລີ້ງເພື່ອໄປຫາແຫຼ່ງຂໍ້ມູນ,,
odm_agreement_source,form_placeholder,Official URLs where the document is made available.,odm_agreement_source.form_placeholder,URL ทางการของเอกสาร,,URL chính thức có sẵn tài liệu.,စာရွက်စာတမ်းရယူနိုင်သော တရားဝင် ယူအာရ်အယ်လ်များ,URLs ທາງການຂອງເອກະສານຕົ້ນສະບັບ,,
odm_contact,label,Contact,odm_contact.label,ข้อมูลติดต่อ,ទំនាក់ទំនង,Liên hệ,ဆက်သွယ်ရန်,ຂໍ້ມູນຕິດຕໍ່,,
odm_contact,form_placeholder,"Contact information for the individual or organization that is responsible for or most knowledgeable about the dataset. This could be the author of a report, the contact information for the relevant department of an organization that produced a report, or the data analyst, mapper or researcher that produced a dataset or report.",odm_contact.form_placeholder,ข้อมูลติดต่อรายบุคคลหรือองค์กรที่มีหน้าที่รับผิดชอบหรือมีความรู้มากที่สุดเกี่ยวกับชุดข้อมูล สามารถเป็นผู้เขียนรายงาน ข้อมูลติดต่อของหน่วยงานที่จัดทำรายงาน หรือนักวิเคราะห์ข้อมูล นักแผนที่ หรือนักวิจัยที่จัดทำชุดข้อมูลหรือรายงาน,,"Thông tin liên lạc dành cho cá nhân hoặc tổ chức chịu trách nhiệm hoặc có hiểu biết nhiều nhất về bộ dữ liệu. Có thể là tác giả của một báo cáo, thông tin liên lạc dành cho bộ phận liên quan của một tổ chức đã lập báo cáo hoặc nhà phân tích dữ liệu, người lập bản đồ hoặc nhà nghiên cứu đã lập bộ dữ liệu hoặc báo cáo.",အချက်အလက်အစုနှင့်ပတ်သက်၍ နှံ့စပ်သော သို့မဟုတ် တာဝန်ရှိသော ပုဂ္ဂိုလ် သို့မဟုတ် အဖွဲ့အစည်းအတွက် ဆက်သွယ်ရန် အချက်အလက်။ အစီရင်ခံစာရေးသူ၊ အစီရင်ခံစာပြုစုသည့်အဖွဲ့၏ သက်ဆိုင်ရာဌာန၊ သို့မဟုတ် အချက်အလက်အစု သို့မဟုတ် အစီရင်ခံစာ ပြုစုသော အချက်အလက်ဆန်းစစ်သူ၊ ပုံဆွဲသူ သို့မဟုတ် သုတေသီ တို့အတွက် ဆက်သွယ်ရန် အချက်အလက် ဖြစ်နိုင်ပါသည်။,"ຂໍ້ມູນຕິດຕໍ່ສຳລັບບຸກຄົນ ຫຼື ອົງການທີ່ຮັບຜິດຊອບເອກະສານ ຫຼື ມີຄວາມຊ່ຽວຊານກ່ຽວກັບເອກະສານນີ້. ອາດຈະເປັນຜູ້ຂຽນບົດລາຍງານ ຫຼື ຂໍ້ມູນຕິດຕໍ່ຂອງພະແນກ ຫຼື ອົງການຈັດຕັ້ງທີ່ກ່ຽວຂ້ອງກັບການເຮັດບົດລາຍງານ ຫຼື ວິເຄາະຂໍ້ມູນ, ຜູ້ສ້າງແຜນທີ່ ຫຼື ນັກຄົ້ນຄວ້າທີ່ສ້າງຊຸດຂໍ້ມູນ ຫຼື ບົດລາຍງານ.",,
odm_agreement_notes,label,Notes,odm_agreement_notes.label,หมายเหตุ,Notes,Ghi chú,မှတ်စုများ,ໝາຍເຫດ,,
odm_agreement_notes,form_placeholder,,odm_agreement_notes.form_placeholder,,,,,,,
odm_agreement_granted_area,label,Granted area,odm_agreement_granted_area.label,พื้นที่ที่ได้รับอนุญาต,,Khu vực được cấp phép,ခွင့်ပြုသော ဧရိယာ,ເນື້ອທີ່ອະນຸມັດ,,
odm_agreement_granted_area,form_placeholder,in hectares,odm_agreement_granted_area.form_placeholder,เฮกตาร์,,tính bằng ha,ဟက်တာဖြင့်ဖော်ပြရန်,ເປັນເຮັກຕາ,,
odm_agreement_contract_term,label,Contract term,odm_agreement_contract_term.label,เงื่อนไขสัญญา,,Điều khoản hợp đồng,စာချုပ်ကာလ,ໄລຍະສັນຍາ,,
odm_agreement_contract_term,form_placeholder,"Period of time, please specify unit below.",odm_agreement_contract_term.form_placeholder,ระยะเวลา กรุณาระบุหน่วยด้านล่าง,,"Khoảng thời gian, vui lòng ghi rõ đơn vị dưới đây.",အချိန်ကာလ၊ အောက်ပါ ယူနစ်အတိုင်း ဖော်ပြနိုင်ပါသည်။,"ໄລຍະເວລາ, ກະລຸນາລະບຸຫົວໜ່ວຍຂ້າງລຸ່ມ.",,
odm_agreement_contract_term_unit,label,Contract term unit,odm_agreement_contract_term_unit.label,หน่วยของเงื่อนไขสัญญา,,Đơn vị điều khoản hợp đồng,စာချုပ်ကာလ ယူနစ်,ຫົວໜ່ວຍຂອງໄລຍະສັນຍາ,,
odm_agreement_payment_for_concession_fees,label,Payment for concession fees,odm_agreement_payment_for_concession_fees.label,การชำระเงินค่าสัมปทาน,,Thanh toán phí nhượng quyền,လုပ်ပိုင်ခွင့်အတွက် ပေးချေစရိတ်,ການຈ່າຍຄ່າທຳນຽມສຳປະທານ,,
odm_agreement_payment_for_concession_fees,form_placeholder,"Comma separated values with following format: Year 1, $5
Year 2, $7
Year 3, $9",odm_agreement_payment_for_concession_fees.form_placeholder,"จุลภาค (,) แบ่งมูลค่าตามรูปแบบต่อไปนี้: ปีที่ 1, $5
ปีที่ 2, %
ปีที่ 3, %",,"Các giá trị được phân tách bằng dấu phẩy với định dạng sau: Năm 1, $5
Năm 2, $7
Năm 3, $9","ဤပုံစံအတိုင်း ကော်မာခံထားသော တန်ဖိုးဖော်ပြချက်များ - ၁ နှစ်, $5
၂ နှစ်, $7
၃ နှစ်, $9","ໃຊ້ໝາຍຈຸດເພື່ອແຍກຄ່າຕາມຮູບແບບຕໍ່ໄປນີ້: ປີທີ 1, $5
ປີທີ 2, $7
ປີທີ 3, $9",,
odm_agreement_payment_for_concession_fees_unit,label,Payment for concession fees unit,odm_agreement_payment_for_concession_fees_unit.label,การชำระเงินสำหรับหน่วยค่าธรรมเนียมสัมปทาน,,Thanh toán đơn vị phí nhượng quyền,လုပ်ပိုင်ခွင့်အတွက် ပေးချေစရိတ် ယူနစ်,ຫົວໜ່ວຍການຈ່າຍຄ່າທຳນຽມສຳປະທານ,,
odm_agreement_guaranty_deposit_for_contract_implementation,label,Guaranty deposit for contract implementation ($),odm_agreement_guaranty_deposit_for_contract_implementation.label,ค่าประกันสำหรับการดำเนินการตามสัญญา ($),,Tiền bảo đảm để thực hiện hợp đồng ($),စာချုပ်အကောင်အထည်ဖော်ခြင်းအတွက် အာမခံကြိုတင်ငွေ  ($),ຄ່າມັດຈຳສຳລັບການຈັດຕັ້ງປະຕິບັດສັນຍາ  ($),,
odm_agreement_guaranty_deposit_for_contract_implementation,form_placeholder,in USD,odm_agreement_guaranty_deposit_for_contract_implementation.form_placeholder,เหรียญดอลลาร์สหรัฐ,,bằng đô la Mỹ,အမေရိကန်ဒေါ်လာဖြင့်,ເປັນໂດລາສະຫະລັດ,,
