odm_dataset_schema,,,,,,,,
field_name,label,en,Context,th,km,vi,my,lo
title_translated,label,Title,title_translated.label,หัวข้อ,ចំណងជើង,Tiêu đề,ခေါင်းစဥ်,ຊື່ຊຸດຂໍ້ມູນ
title_translated,form_placeholder,Name given to the dataset.,title_translated.form_placeholder,ชื่อสำหรับชุดข้อมูล,ឈ្មោះបានផ្តល់ទៅសំណុំទិន្នន័យ,[[VI]] Name given to this dataset,ဤအချက်အလက်အစုကို ပေးထားသောအမည်,ຊື່ຂອງຊຸດຂໍ້ມູນ
name,label,URL,name.label,URL,អាសយដ្ឋាន URL,URL,ယူအာရ်အယ်လ်,URL
notes_translated,label,Abstract,notes_translated.label,บทคัดย่อ,ការពិពណ៌នា,Mô tả,ကောက်နုတ်ချက်,ບົດຄັດຫຍໍ້
notes_translated,form_placeholder,Short description explaining the content and its origins.,notes_translated.form_placeholder,คำอธิบายเนื้อหาและที่มาอย่างย่อ,ការពិពណ៌នាខ្លីដែលពន្យល់អំពីមាតិកា និងប្រភពដើមរបស់វា។,Mô tả ngắn gọn nhằm giải thích nội dung và nguồn gốc của bộ dữ liệu.,မာတိကာနှင့် ၎င်း၏မူလအကြောင်းအရာများကို ရှင်းပြထားသော အကျဉ်းချုပ်ဖော်ပြချက်,ອະທິບາຍຫຍໍ້ກ່ຽວກັບເນື້ອໃນ ແລະ ແຫຼ່ງທີ່ມາ
taxonomy,label,Dataset topic category,taxonomy.label,หมวดหมู่หัวข้อของชุดข้อมูล,ចំណាត់ថ្នាក់ប្រធានបទនៃសំណុំទិន្នន័យ,Loại chủ đề của bộ dữ liệu,အချက်အလက်အစု ခေါင်းစဉ်အမျိုးအစား,ປະເພດຫົວຂໍ້ຊຸດຂໍ້ມູນ
taxonomy,form_placeholder,"e.g. economy, mental health, government",taxonomy.form_placeholder,เช่น เศรษฐกิจ สุขภาพจิต รัฐบาล เป็นต้น,ឧ. សេដ្ឋកិច្ច សុខភាពផ្លូវចិត្ត រដ្ឋាភិបាល,"ví dụ: kinh tế, sức khỏe tinh thần, chính phủ",ဥပမာ စီးပွားရေး၊ စိတ်ကျန်းမာရေး၊ အစိုးရ,"ເຊັ່ນ: ເສດຖະກິດ, ສຸຂະພາບຈິດ, ລັດຖະບານ"
MD_DataIdentification_language,label,Language,MD_DataIdentification_language.label,ภาษา,ភាសា,Ngôn ngữ,ဘာသာစကား,ພາສາ
MD_DataIdentification_language,form_placeholder,"Language(s) of the dataset, including resources within dataset.",MD_DataIdentification_language.form_placeholder,ภาษาต่าง ๆ ของชุดข้อมูล รวมถึง ทรัพยากรภายในชุดข้อมูล,ភាសា (ច្រើន) នៃសំណុំទិន្នន័យរួមទាំងធនធាននៅក្នុងសំណុំទិន្នន័យ។,"(Các) Ngôn ngữ của bộ dữ liệu, bao gồm các tài nguyên trong bộ dữ liệu.",အချက်အလက်အစုရှိ အရင်းအမြစ်များ အပါအဝင် အချက်အလက်အစု၏ ဘာသာစကား(များ),ພາສາຂອງຊຸດຂໍ້ມູນ ລວມທັງແຫຼ່ງຂໍ້ມູນພາຍໃນຊຸດຂໍ້ມູນ
MD_Constraints,label,Use limitations,MD_Constraints.label,ข้อจำกัดการใช้งาน,កំហិតនៃការចូល និងប្រើប្រាស់,Hạn chế truy cập và sử dụng,အသုံးပြုခြင်းဆိုင်ရာ အကန့်အသတ်များ,ຂໍ້ຈຳກັດໃນການນຳໃຊ້
MD_Constraints,form_placeholder,A few sentences describing legal considerations for people who access the website and/or use its contents.,MD_Constraints.form_placeholder,คำอธิบายเกี่ยวกับข้อควรรู้ด้านกฎหมายสำหรับผู้ใช้งานเว็บไซต์และ/หรือใช้เนื้อหา,ប្រយោគពីរបីអធិប្បាយអំពីការពិចារណាផ្លូវច្បាប់សម្រាប់អ្នកដែលចូលប្រើគេហទំព័រនិង / ឬប្រើប្រាស់ខ្លឹមសាររបស់វា។,Một số câu mô tả các sự suy xét về pháp lý dối với những người truy cập trang web và/hoặc sử dụng nội dung của trang.,ဝက်ဘ်ဆိုက်အသုံးပြုခွင့်ရသူများ နှင့်/ သို့မဟုတ် ဝက်ဘ်ဆိုက်၏ အကြောင်းအရာများကို အသုံးပြုသူများအတွက် ဥပဒေရေးရာထည့်သွင်းစဉ်းစားချက်များကို ဖော်ပြသော ဝါကျအချို့,ອະທິບາຍຫຍໍ້ກ່ຽວກັບກົດລະບຽບທາງນິຕິກຳສຳລັບຜູ້ເຂົ້າຊົມ ແລະ ນຳໃຊ້ຂໍ້ມູນຂ່າວສານຈາກເວັບໄຊ.
owner_org,label,Organisation name,owner_org.label,ชื่อองค์กร,ឈ្មោះអង្គភាព,Tên của tổ chức,အဖွဲ့အစည်းအမည်,ຊື່ອົງການຈັດຕັ້ງ
CI_Citation_date,label,Dataset reference date,CI_Citation_date.label,วันที่ชุดข้อมูล,កាលបរិច្ឆេទយោងនៃសំណុំទិន្នន័យ,Ngày tham chiếu của bộ dữ liệu,အချက်အလက်အစုကို ရည်ညွှန်းသောရက်စွဲ,ວັນທີອ້າງອີງຂອງຊຸດຂໍ້ມູນ
CI_Citation_date,form_placeholder,Date the dataset was first Published by its creator.,CI_Citation_date.form_placeholder,วันที่ตีพิมพ์ชุดข้อมูลครั้งแรก,កាលបរិច្ឆេទដែលសំណុំទិន្នន័យបោះផ្សាយជាលើកដំបូងដោយអ្នកបង្កើតរបស់វា។,Ngày bộ dữ liệu được người tạo xuất bản lần đầu tiên.,အချက်အလက်အစုကို ဖန်တီးသူက ပထမဆုံး ထုတ်ဝေသည့် ရက်စွဲ,ວັນທີເຜີຍແຜ່ຊຸດຂໍ້ມູນຄັ້ງທໍາອິດໂດຍຜູ້ສ້າງ
MD_Metadata_dateStamp,label,Date uploaded,MD_Metadata_dateStamp.label,วันที่อัพโหลด,កាលបរិច្ឆេទនៃការដាក់បញ្ចូលទៅក្នុងមូលដ្ឋានទិន្នន័យ,Ngày đăng tải ,တင်သည့်ရက်စွဲ,ວັນທີອັບໂຫຼດ
MD_Metadata_dateStamp,form_placeholder,Date a new version or update of the dataset was uploaded.,MD_Metadata_dateStamp.form_placeholder,วันที่อัพโหลดชุดข้อมูลเวอร์ชั่นใหม่,កាលបរិច្ឆេទកំណែថ្មីឬការធ្វើបច្ចុប្បន្នភាពសំណុំទិន្នន័យដែលបានដាក់បញ្ចូលរួច។,Ngày phiên bản mới hoặc cập nhật của bộ dữ liệu được đăng tải.,အချက်အလက်အစု၏ ပြင်ဆင်ချက်အသစ် သို့မဟုတ် နောက်ဆုံးအခြေအနေ ကို တင်သည့်ရက်စွဲ,ວັນທີອັບໂຫຼດຊຸດຂໍ້ມູນທີ່ປ່ຽນແປງ ຫຼື ປັບປຸງໃໝ່
CI_Citation_lastRevision,label,Date of last revision,CI_Citation_lastRevision.label,วันที่ปรับปรุงล่าสุด,កាលបរិច្ឆេទនៃការពិនិត្យចុងក្រោយ,Ngày sửa đổi lần cuối,နောက်ဆုံးပြင်ဆင်သည့် ရက်စွဲ,ວັນທີແກ້ໄຂຫຼ້າສຸດ
CI_Citation_lastRevision,form_placeholder,Date a new version or update of the dataset was last uploaded.,CI_Citation_lastRevision.form_placeholder,วันที่ชุดข้อมูลเวอร์ชั่นใหม่อัพโหลดครั้งล่าสุด,កាលបរិច្ឆេទកំណែថ្មីឬការធ្វើបច្ចុប្បន្នភាពសំណុំទិន្នន័យត្រូវបានដាក់បញ្ចូលចុងក្រោយ។,Ngày phiên bản mới hoặc cập nhật của bộ dữ liệu được đăng tải lần cuối.,အချက်အလက်အစု၏ ပြင်ဆင်ချက်အသစ် သို့မဟုတ် နောက်ဆုံးအခြေအနေ ကို တင်သည့် နောက်ဆုံးရက်စွဲ,ວັນທີອັບໂຫຼດຄັ້ງຫຼ້າສຸດ ຂອງຊຸດຂໍ້ມູນທີ່ປ່ຽນແປງ ຫຼື ປັບປຸງໃໝ່
EX_TemporalExtent_startDate,label,Temporal extent's start date,EX_TemporalExtent_startDate.label,วันที่เริ่มใช้ขอบเขตชั่วคราว,ចន្លោះកាលបរិច្ឆេទបញ្ចប់,Ngày mở đầu của phạm vi tạm thời,ယာယီအတိုင်းအတာ၏ စတင်နေ့စွဲ,ວັນທີເລີ່ມຕົ້ນການເກັບກຳຂໍ້ມູນ
EX_TemporalExtent_startDate,form_placeholder,The start date for which the dataset is relevant (i.e. 2011-01-01:2011-12-31).,EX_TemporalExtent_startDate.form_placeholder,วันเริ่มต้นที่เกี่ยวข้องกับชุดข้อมูล (เช่น 2011-01-01:2011-12-31),កាលបរិច្ឆេទចាប់ផ្តើមសម្រាប់សំណុំទិន្នន័យដែលជាប់ទាក់ទង (ឧ.2011-01-01: 2011-12-31) ។,Ngày mở đầu mà bộ dữ liệu có liên quan (ví dụ: 2011-01-01:2011-12-31).,အချက်အလက်အစု သက်ဆိုင်မှု စတင်သည့် ရက်စွဲ (ဆိုလိုသည်မှာ 2011-01-01:2011-12-31),ວັນທີເລີ່ມຕົ້ນຂອງຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ (ເຊັ່ນ  2011-01-01:2011-12-31).
EX_TemporalExtent_endDate,label,Temporal extent's end date,EX_TemporalExtent_endDate.label,วันสุดท้ายของขอบเขตชั่วคราว,ចន្លោះកាលបរិច្ឆេទបញ្ចប់,Ngày kết thúc của phạm vi tạm thời,ယာယီအတိုင်းအတာ၏ ပြီးဆုံးနေ့စွဲ,ວັນທີສິ້ນສຸດການເກັບກຳຂໍ້ມູນ
EX_TemporalExtent_endDate,form_placeholder,The end date for which the dataset is relevant (i.e. 2011-01-01:2011-12-31).,EX_TemporalExtent_endDate.form_placeholder,วันสุดท้ายที่เกี่ยวข้องกับชุดข้อมูล (เช่น 2011-01-01:2011-12-31),កាលបរិច្ឆេទបញ្ចប់សម្រាប់សំណុំទិន្នន័យដែលជាប់ទាក់ទង (ឧ.2011-01-01: 2011-12-31) ។,Ngày kết thúc mà bộ dữ liệu có liên quan (ví dụ: 2011-01-01: 2011-12-31).,အချက်အလက်အစု သက်ဆိုင်မှု ပြီးဆုံးသည့် ရက်စွဲ (ဆိုလိုသည်မှာ 2011-01-01:2011-12-31),ວັນທີສິ້ນສຸດຂອງຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ (ເຊັ່ນ 2011-01-01:2011-12-31).
odm_spatial_range,label,GeoNames,odm_spatial_range.label,ชื่อทางภูมิศาสตร์,ឈ្មោះភូមិសាស្ត្រ,Cơ sở dữ liệu dịa lý,ဘူမိအမည်များ,ຊື່ທາງພູມສາດ
odm_spatial_range,form_placeholder,"The geographic area that the dataset is relevant to (i.e. Cambodia, Laos).",odm_spatial_range.form_placeholder,พื้นที่ที่ชุดข้อมูลเกี่ยวข้อง (เช่น กัมพูชา ลาว เป็นต้น),តំបន់ភូមិសាស្រ្តដែលពាក់ព័ន្ធនឹងសំណុំទិន្នន័យ (ឧ.,"Khu vực địa lý mà bộ dữ liệu có liên quan đến (ví dụ: Campuchia, Lào).",ဤအချက်အလက်အစုနှင့် သက်ဆိုင်သော ပထဝီဧရိယာ (ဆိုလိုသည်မှာ ကမ္ဘောဒီးယား၊ လာအို),"ພື້ນທີ່ພູມສັນຖານທີ່ກ່ຽວຂ້ອງກັບຊຸດຂໍ້ມູນ (ເຊັ່ນ ກຳປູເຈຍ, ລາວ)"
EX_GeographicBoundingBox_west,label,West bounding coordinates,EX_GeographicBoundingBox_west.label,พิกัดขอบเขตทิศตะวันตก,ព្រំកូអរដោនេខាងលិច,Các tọa độ ranh giới phía Tây,သတ်မှတ်ဧရိယာ၏ အနောက်ဘက် ကိုဩဒိနိတ်,ຈຸດພິກັດຂອບເຂດເບື້ອງຕາເວັນຕົກ
EX_GeographicBoundingBox_west,form_placeholder,The west point of the bounding box that the dataset is relevant to.,EX_GeographicBoundingBox_west.form_placeholder,จุดทิศตะวันตกของขอบเขตชุดข้อมูล,ចំណុចនៃព្រំកូអរដោនេខាងលិចដែលសំណុំទិន្នន័យពាក់ព័ន្ធ។,Điểm phía Tây của hộp ranh giới mà bộ dữ liệu có liên quan.,အချက်အလက်အစု သက်ရောက်သည့် သတ်မှတ်ဧရိယာ၏ အနောက်ဘက် အမှတ်,ຈຸດພິກັດເບື້ອງຕາເວັນຕົກຂອງຂອບເຂດຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ
EX_GeographicBoundingBox_east,label,East bounding coordinates,EX_GeographicBoundingBox_east.label,พิกัดขอบเขตทิศตะวันออก,ព្រំកូអរដោនេខាងកើត,Các tọa độ ranh giới phía Đông.,သတ်မှတ်ဧရိယာ၏ အရှေ့ဘက် ကိုဩဒိနိတ်,ຈຸດພິກັດຂອບເຂດເບື້ອງຕາເວັນອອກ
EX_GeographicBoundingBox_east,form_placeholder,The east point of the bounding box that the dataset is relevant to.,EX_GeographicBoundingBox_east.form_placeholder,จุดทิศตะวันออกของขอบเขตชุดข้อมูล,ចំណុចនៃព្រំកូអរដោនេខាងកើតដែលសំណុំទិន្នន័យពាក់ព័ន្ធ។,Điểm phía Đông của hộp ranh giới mà bộ dữ liệu có liên quan.,အချက်အလက်အစု သက်ရောက်သည့် သတ်မှတ်ဧရိယာ၏ အရှေ့ဘက် အမှတ်,ຈຸດພິກັດເບື້ອງຕາເວັນອອກຂອງຂອບເຂດຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ
EX_GeographicBoundingBox_south,label,South bounding coordinates,EX_GeographicBoundingBox_south.label,พิกัดขอบเขตทิศใต้,ព្រំកូអរដោនេខាងត្បូង,Các tọa độ ranh giới phía Nam.,သတ်မှတ်ဧရိယာ၏ တောင်ဘက် ကိုဩဒိနိတ်,ຈຸດພິກັດຂອບເຂດທາງທິດໃຕ້
EX_GeographicBoundingBox_south,form_placeholder,The south point of the bounding box that the dataset is relevant to.,EX_GeographicBoundingBox_south.form_placeholder,จุดทิศใต้ของขอบเขตชุดข้อมูล,ចំណុចនៃព្រំកូអរដោនេខាងត្បូងដែលសំណុំទិន្នន័យពាក់ព័ន្ធ។,Điểm phía Nam của hộp ranh giới mà bộ dữ liệu có liên quan.,အချက်အလက်အစု သက်ရောက်သည့် သတ်မှတ်ဧရိယာ၏ တောင်ဘက် အမှတ်,ຈຸດພິກັດທາງທິດໃຕ້ຂອງຂອບເຂດຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ
EX_GeographicBoundingBox_north,label,North bounding coordinates,EX_GeographicBoundingBox_north.label,พิกัดขอบเขตทิศเหนือ,ព្រំកូអរដោនេខាងជើង,Các tọa độ ranh giới phía Bắc.,သတ်မှတ်ဧရိယာ၏ မြောက်ဘက် ကိုဩဒိနိတ်,ຈຸດພິກັດຂອບເຂດທາງທິດເໜືອ
EX_GeographicBoundingBox_north,form_placeholder,The north point of the bounding box that the dataset is relevant to.,EX_GeographicBoundingBox_north.form_placeholder,จุดทิศเหนือของขอบเขตชุดข้อมูล,ចំណុចនៃព្រំកូអរដោនេខាងជើងដែលសំណុំទិន្នន័យពាក់ព័ន្ធ។,Điểm phía Bắc của hộp ranh giới mà bộ dữ liệu có liên quan.,အချက်အလက်အစု သက်ရောက်သည့် သတ်မှတ်ဧရိယာ၏ မြောက်ဘက် အမှတ်,ຈຸດພິກັດທາງທິດເໜືອຂອງຂອບເຂດຊຸດຂໍ້ມູນທີ່ກ່ຽວຂ້ອງ
MD_DataIdentification_spatialResolution,label,Spatial Resolution,MD_DataIdentification_spatialResolution.label,ความละเอียดเชิงพื้นที่,គុណភាពរូបភាពពីអវកាស,Độ phân giải không gian,နေရာအလိုက် ပုံရိပ်ပြတ်သားမှု,ຄວາມລະອຽດດ້ານທີ່ຕັ້ງ
MD_DataIdentification_spatialResolution,form_placeholder,Spatial Resolution of the dataset,MD_DataIdentification_spatialResolution.form_placeholder,ความละเอียดเชิงพื้นที่ของชุดข้อมูล,គុណភាពរូបភាពពីអវកាសរបស់សំណុំទិន្នន័យ,Độ phân giải không gian của bộ dữ liệu,အချက်အလက်အစု၏ နေရာအလိုက် ပုံရိပ်ပြတ်သားမှု,ຄວາມລະອຽດດ້ານທີ່ຕັ້ງຂອງຊຸດຂໍ້ມູນ
MD_DataIdentification_spatialReferenceSystem,label,Spatial Reference System,MD_DataIdentification_spatialReferenceSystem.label,ระบบอ้างอิงเชิงพื้นที่,ប្រព័ន្ធយោងក្នុងលំហ,Hệ tham chiếu không gian,နေရာဆိုင်ရာ ရည်ညွှန်းစနစ်,ລະບົບອ້າງອີງທີ່ຕັ້ງຈຸດພິກັດ
MD_DataIdentification_spatialReferenceSystem,form_placeholder,Spatial Reference System of the dataset,MD_DataIdentification_spatialReferenceSystem.form_placeholder,ระบบอ้างอิงเชิงพื้นที่ของชุดข้อมูล,ប្រព័ន្ធយោងក្នុងលំហនៃសំណុំទិន្នន័យ,Hệ tham chiếu không gian của bộ dữ liệu,အချက်အလက်အစု၏ နေရာဆိုင်ရာ ရည်ညွှန်းစနစ်,ລະບົບອ້າງອີງດ້ານທີ່ຕັ້ງຈຸດພິກັດຂອງຊຸດຂໍ້ມູນ
DQ_PositionalAccuracy,label,Positional Accuracy,DQ_PositionalAccuracy.label,ความแม่นยำเชิงตำแหน่ง,ភាពទៀងទាត់,Độ chính xác định vị,အနေအထား တိကျမှန်ကန်မှု,ຄວາມຊັດເຈນດ້ານທີ່ຕັ້ງ
DQ_PositionalAccuracy,form_placeholder,Details on the level of accuracy of the dataset and any existing issues.,DQ_PositionalAccuracy.form_placeholder,รายละเอียดระดับความแม่นยำของชุดข้อมูลและปัญหาที่มีอยู่,ព័ត៌មានលម្អិតអំពីកម្រិតនៃភាពទៀងទាត់នៃសំណុំទិន្នន័យនិងបញ្ហាដែលមានស្រាប់។,Các chi tiết về mức độ chính xác của bộ dữ liệu và bất kỳ vấn đề đang tồn tại nào.,အချက်အလက်အစု၏ တိကျမှုအဆင့်နှင့် လက်ရှိအခက်အခဲများနှင့်ပတ်သက်၍ အသေးစိတ်,ລາຍລະອຽດລະດັບຄວາມຊັດເຈນຂອງຊຸດຂໍ້ມູນ ແລະ ບັນຫາທີ່ກ່ຽວຂ້ອງ
DQ_QuantitativeAttribute ,label,Attribute Accuracy,DQ_QuantitativeAttribute .label,ความแม่นยำของคุณสมบัติ,ភាពទៀងទាត់,Độ chính xác thuộc tính,ဝိသေသဆိုင်ရာ တိကျမှန်ကန်မှု,ຄວາມຊັດເຈນຂອງລາຍການຊຸດຂໍ້ມູນ
DQ_QuantitativeAttribute ,form_placeholder,Details on the attribute accuracy of the dataset and any existing issues.,DQ_QuantitativeAttribute .form_placeholder,รายละเอียดความแม่นยำเชิงคุณสมบัติของชุดข้อมูลและปัญหาที่มีอยู่,ព័ត៌មានលម្អិតអំពីលក្ខណៈសម្បត្តិនៃភាពទៀងទាត់នៃសំណុំទិន្នន័យនិងបញ្ហាដែលមានស្រាប់។,Các chi tiết về độ chính xác thuộc tính của bộ dữ liệu và bất kỳ vấn đề đang tồn tại nào.,အချက်အလက်အစု၏ ဝိသေသဆိုင်ရာတိကျမှုအဆင့်နှင့် လက်ရှိအခက်အခဲများနှင့်ပတ်သက်၍ အသေးစိတ်,ລາຍລະອຽດຄວາມຊັດເຈນຂອງລາຍການຊຸດຂໍ້ມູນ ແລະ ບັນຫາທີ່ກ່ຽວຂ້ອງ
DQ_LogicalConsistency,label,Logical Consistency,DQ_LogicalConsistency.label,ความสอดคล้องเชิงตรรกะ,ភាពទៀងទាត់តាមហេតុផល,Tính nhất quán logic,ကျိုးကြောင်းဆီလျော်မှုရှိ၊ မရှိ,ຄວາມສອດຄ່ອງຕາມເຫດຜົນ
DQ_LogicalConsistency,form_placeholder,"Issues with logical consistency in the dataset and the steps, if any, being taken to validate its content.",DQ_LogicalConsistency.form_placeholder,ปัญหาความสอดคล้องเชิงตรรกะของชุดข้อมูลและ (ถ้ามี) ขั้นตอนเพื่อตรวจสอบเนื้อหา,បញ្ហាដែលពាក់ព័ន្ធនឹងភាពទៀងទាត់តាមហេតុផលក្នុងសំណុំទិន្នន័យនិងជំហាននានា ប្រសិនបើមាន នឹងត្រូវដាក់នៅក្នុងខ្លឹមសារដែលមានសុពលភាព។,"Các vấn đề có tính nhất quán logic trong bộ dữ liệu và các bước, nếu có, được thực hiện để xác thực nội dung của chúng.",အချက်အလက်အစုနှင့် လုပ်ငန်းအဆင့်များတွင် ကျိုးကြောင်းဆီလျော်မှုရှိ၊ မရှိ ကိစ္စရပ်များရှိခဲ့လျှင် ၎င်းအကြောင်းအရာသည် ကျိုးကြောင်းညီညွတ်ကြောင်း သက်သေပြခြင်း။,"ບັນຫາກ່ຽວກັບຄວາມສອດຄ່ອງຕາມເຫດຜົນຂອງຊຸດຂໍ້ມູນ ແລະ ຂັ້ນຕອນທີ່ໃຊ້ໃນການກວດສອບຄວາມຖືກຕ້ອງຂອງຂໍ້ມູນ, ຖ້າມີ."
DQ_Completeness,label,Completeness,DQ_Completeness.label,ความสมบูรณ์,ការចប់សព្វគ្រប់,Tính đầy đủ,ပြည့်စုံမှု,ຄວາມສົມບູນຂອງຂໍ້ຊຸດມູນ
